Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aegean Airlines,1,"""a very bad experience""",5th October 2022,TRUE," Santorini to Athens. We had a very bad experience with Aegean Airlines. I bought two tickets and by right have combined baggage of 46kgs - however, when we dropped off our baggage, the staff told us Aegean don't combine baggage and charged us for excessive baggage charges although our actual bags combined only 43kgs. Also they dont accept one of our hand carry suitcase as well which have been travelled through so many airlines like Qatar and Swiss with no issues and charge us another baggage charges. Unless you want to be ripped off by this airlines otherwise I highly unrecommend Aegean because they will find all their ways to rip you.",,Couple Leisure,Economy Class,Santorini to Athens,Oct-22,2,2,,1,,,1,no
Aegean Airlines,1,"""dysfunctional bureaucracy""",1st October 2022,FALSE,"  Corfu to Skopje via Athens. On August 4, 2022, my husband and I were traveling from Corfu, Greece on Aegean 285 to Skopje, North Macedonia on Aegean 984 operated by Olympic. Upon arrival in Skopje we were informed our luggage had been lost. We filed a lost baggage report at the Skopje airport. Once in Skopje all we had was the clothes on our backs. We spent the first two days of our vacation milling around an unknown city trying to find clothing and personal items and dealing with Aegean Airlines dysfunctional bureaucracy. On August 10, 2022, we returned home to the States empty handed and no word from Aegean regarding our lost luggage. Our calls and emails went unanswered. 10 days later we finally received our luggage that was come how found in Austria. We filed a reimbursement claim for initial expenses accrued in Skopje, for personal items and clothing replacement. Once again no word from Aegean. I repeated this process 3 times to no avail. Aegean airlines is run by sociopaths. They pretend nothing happened on their watch and choose to ignore any problems that happen on their airline. Trust me when I say I am not the only one affected by these grifters.",,Couple Leisure,Economy Class,Corfu to Skopje via Athens,Aug-22,1,1,1,1,1,1,1,no
Aegean Airlines,5,"""luggage is delayed""",30th September 2022,TRUE,"  
Aegean Airlines forced me to check my hand luggage too without additional fee. I checked it in the departure airport (Yerevan) and when I arrived at my destination airport (Hamburg) I got a notification from Aegean app that my hand luggage which they forced me to check as a 2nd piece of luggage is delayed. In  Hamburg Airport I could not find the responsible person for Aegean Airlines who will help mein this situation. ",A321 / A321,Solo Leisure,Economy Class,Yerevan to Hamburg via Athens,Sep-22,4,5,3,1,1,,3,no
Aegean Airlines,1,"""had to buy my own meal""",20th September 2022,TRUE,  They delayed our departing flight so we missed the flight to our final destination. They then booked us a new flight the next day at 7 am but in order to make the flight we had to take a bus at 5 am. For the inconvenience they provided a complimentary food voucher to use in Athens. When I tried using the voucher the funds were not applied. The cashier told me to go speak with an Aegean Airline employee. I then went to speak with an Aegean Airline help desk employee and due to our language barrier she did not understand what I was telling her so I never got the funds and had to buy my own meal.,,Couple Leisure,Economy Class,Oslo to Santorini,Sep-22,2,5,2,1,,,1,no
Aegean Airlines,5,"""flight attendants were nice""",18th September 2022,TRUE,"  I recently had 2 flights with Aegean, both of which were not bad. RHO to ATH and ATH to AMS.  On the 2nd flight, I did see an attendant walking around the airport waiting room looking at bags, but she never weighed or measured anything. Both times the planes were delayed, though in their defense, most of the time I've flown in Europe pre and post pandemic, flights are delayed. The flight attendants were nice on both flights - always smiles and always helping. They never seemed to be unhappy, and some of the best I've encountered. I was impressed that they served a light meal and a beverage on my 3.5 hour flight and beer or wine didn't cost anything. Tui on the other hand, for the same length of flight, charged for food and/or drink and the leg room was much smaller, though their TUI allows 10kgs of carry-on luggage v. 8kgs for Aegean. I'd rather have the luggage allowance higher than the light meal and drink. The major thing that was scary was that almost everyone had left the airport in Athens before my moms luggage came off.",,Family Leisure,Economy Class,Rhodes to Amsterdam via Athens ,Sep-22,5,5,4,4,,,3,yes
Aegean Airlines,1,"""The best airline in Europe""",18th September 2022,TRUE,"  The best airline in Europe, professional cabin crew, comfortable seats and excellent service. It was a pleasure to fly with you. Keep up the good work and wishing you all the success.",A321 Neo,Solo Leisure,Economy Class,Prague to Cairo via Athens,Sep-22,5,5,5,5,,,5,yes
Aegean Airlines,4,"""passed only once for drinks""",17th September 2022,TRUE,  For a 3.45 hour Helsinki to Athens flight we got served a sandwich and the flight attendants passed only once for drinks. The airline has delays particularly at flights after the morning.,A320,Business,Economy Class,Helsinki to Athens,Sep-22,3,3,1,4,,,2,no
Aegean Airlines,2,"""luggage arrived nine and twelve days later""",11th September 2022,TRUE,"  Very early morning departure from Tbilisi with a crew that already worked through the night. The male purser, during the preflight information, informed transfer passengers to check luggage procedures in Athens in the inflight magazine - we did it and found out that connecting in Athens from Non-Schengen to Schengen means you have to pick up your luggage, take it through customs and check it in again. With the official 1:05h connecting time it sounded sporty. A biscuit, yogurt, and drinks were served as breakfast, then crew then went behind the curtains and did not show up again until the final approach to Athens. During the descent, they asked the passengers to put the garbage including cups with liquids into the seat pockets. Delayed by 40 minutes we landed in Athens. During taxiing, the purser advised transit passengers to rush to their gates. We made our connection by running and thanks to no traffic at the border guards. Our luggage arrived nine and twelve days later following a lengthy search, no support from Aegean Airlines, no answer to any call or any mail.",A321 classic,Couple Leisure,Economy Class,Tbislis to Frankfurt via Athens ,Jun-22,3,1,2,2,,,3,no
Aegean Airlines,6,"""Meal was good for a 90 min flight""",5th September 2022,TRUE,"  Athens to Beirut on an A321. Business class seat is the same as in Economy, hard and rather uncomfortable. Meal was good for a 90 min flight, both in quality and quantity, though I find the pasta with chicken combination weird. No champagne available, only sparkling wine, but good offer of beverages and Greek liquors. Crew young, well-groomed, with some members being somehow snobbish. No WiFi and no entertainment. Will not fly again such a product in Business. On the other side, the brand new Aegean business class at Athens airport for extra-Schenghen flights is quite impressive, in terms of decor, ambiance and food / drinks selection: well done Aegean.",A321,Solo Leisure,Economy Class,Athens to Beirut,Sep-22,2,4,4,4,,,3,yes
Aegean Airlines,2,"""seats reservation was not allowed""",2nd September 2022,TRUE,"  We are both Star Alliance Gold status holders. We booked a full price Economy class Lufthansa tkt from MRS to Mykonos via MUC & ATH, at a price where seat selection is guaranteed. MRS-MUC-ATH with LH, ATH-JMK flight was an Aegean flight. After purchasing, seats reservation on ATH-JMK flight was not allowed. We wrote and call Aegean, no answer. 48 hours before that specific flight Aegean automatically booked 2 separate seats in the last row. We were allowed to change those seat, paying 6 Euros. This is so petty, that it is ridiculous.",A320,Couple Leisure,Economy Class,Athens to Mykonos,Aug-22,2,3,,1,,,1,no
Aegean Airlines,2,"""change those seat, paying 12 Euros""",2nd September 2022,TRUE,"  We booked a full price Economy class ticket from Lufthansa, at a price where seat selection is guaranteed. ATH-MUC flight was an Aegean flight. After purchasing, seats reservation on ATH-MUC flight was not allowed. We wrote and call Aegean, no answer. 48 hours before that specific flight Aegean automatically booked 2 separate seats in the back of the aircraft. We were allowed to change those seat, paying 12 Euros. ",A320 Neo,Couple Leisure,Economy Class,Athens to Munich,Sep-22,2,3,3,1,,,1,no
Aegean Airlines,1,"""Aegean exceeded my expectations""",18th August 2022,TRUE,  Aegean exceeded my expectations. Didn't expected a snack and few drinks service on a few hours flight. I asked one extra beer when we started our descending and the crew handed out one with a smile. Way more better than other European airlines. I really hope they will earn five star airline status.,A320,Solo Leisure,Economy Class,Berlin to Thessaloniki,Jun-22,5,5,5,5,4,,5,yes
Aegean Airlines,5,"""I had to pay 50 euros more""",12th August 2022,TRUE,"  I showed them my ticket to board on the plane. They thought my suitcase was big, then weighed it, and also found my bagpack too big. They never showed me the number shown on the weight scale, or informed me about why my bagpack was considered too big. Instead, they were rude. After me insisting on knowing how many kilos my suitcase was, they told me it was 9 kilos (instead of 8!), for which I had to pay 50 euros more.  I feel that economy class passengers are treated with no respect in the airport, and Aegean attempts to take more money from them, making their life difficult in their airport. I would not recommend flying with Aegean. A sandwich and a cup of coffee on the airplane is not worthy of such bad customer service.",,Solo Leisure,Economy Class,Stuttgart to Thessaloniki via Athens,Aug-22,3,4,3,1,,,1,no
Aegean Airlines,1,"""great flight and highly recommended""",11th August 2022,FALSE,"  Smooth check- in procedure at a very busy Athens Airport. Polite and efficient staff on hand to assist. Boarded a clean and shiny A321 Neo, greeted by smiling and courteous crew. Full flight, on time departure, usual high standard of onboard service. Good and clear PA announcements from cockpit in perfect English. Toilets were very clean. Landed early, bags arrived on belt without any issue. Thanks Aegean, great flight and highly recommended.",A321 Neo,Business,Economy Class,Athens to London Heathrow,Aug-22,4,5,5,5,5,5,5,yes
Aegean Airlines,1,"""Lost my luggage 3 days ago""",11th August 2022,TRUE,"  Lost my luggage 3 days ago, no call from Aegean or airport. Holiday ruined. We had to re-buy all our clothes again as they made us check in even our cabin luggage.",,Family Leisure,Economy Class,London to Istanbul via Athens,Aug-22,2,2,1,1,,,1,no
Aegean Airlines,2,"""Gold Air cannot be reached""",2nd August 2022,TRUE,"  Lost my bag, no support or help from Aegean, trying to blame Gold Air. Gold Air cannot be reached either by phone or email. Aegean refuses to change return ticket to fly back to Crete early, only with extra charge can this be done. This trip is a complete waste of time.  Food / Snack served on the 45 min flight a drink and Pringles. ",,Business,Economy Class,Heraklion to Athens,Aug-22,3,3,1,1,,,1,no
Aegean Airlines,1,"""inappropriate delay of the flight""",29th July 2022,TRUE,"  After an extremely inappropriate delay of the flight, the boarding procedure was unbearably slowly conducted by the airline employees. Extensive waiting for the bus transport from gate to the aircraft and then 20 minutes of waiting in the aircraft for no reason .",,Business,Economy Class,Athens to Sofia,Jul-22,1,1,,1,,,1,no
Aegean Airlines,1,"""we still have no luggage""",11th July 2022,TRUE,"  Worst experience I¡¯ve ever had flying. Lost bags on the flight from Athens to Rome. It¡¯s been about a week now and we still have no luggage. It¡¯s cost us money, time and stress and Aegean don¡¯t reply to emails or answer phones to update us. ",,Couple Leisure,Economy Class,Mykonos to Rome via Athens,Jul-22,1,1,,1,,,1,no
Aegean Airlines,9,"""Professional service on-board""",9th July 2022,FALSE,"  Athens Airport was extremely busy when I arrived. Proceeded to the Aegean Airlines check-in area which was manned by helpful staff and carried out self check-in. Met by polite staff at bag drop. Queues were starting to form at some counters, the one next to me was being held up by some irritating passengers who were questioning the baggage allowance for hand luggage. The Aegean website clearly states the weight permitted as do the various signs at check-in, yet some people pay no attention to this and continue to be rude and aggressive to check-in staff who are only doing their job, politely and professionally.  Boarded on time, full flight. Politely greeted at door by cabin crew. Professional service on-board. Landed early. Clear announcements from cockpit. Great flight. Recommended.",A321 Neo,Solo Leisure,Economy Class,Athens to London,Jul-22,5,5,5,5,4,5,5,yes
Aegean Airlines,2,"""hand luggage to be checked in""",8th July 2022,TRUE,"  Just flew in from Istanbul to Athens on the way to London. The first leg was fine, however this review is about flight A3608 on July 8th 2022 from Athens to London. It seems to have become a habit by airlines to force hand luggage to be checked in which is an annoyance for anyone who is familiar with the wait this results in at Heathrow. The crew are nice and friendly and apart from a minor delay, the flight was on time. I specifically asked for a window seat and was placed in position 28A. It¡¯s only when I got on that I realized this seat is on the emergency door and this aircraft type does not support a window on this position. ",A321 Neo,Solo Leisure,Economy Class,Athens to London,Jul-22,3,3,1,3,,,2,no
Aegean Airlines,1,"""extra hand luggage I had to pay""",7th July 2022,TRUE,"  To include an extra hand luggage I had to pay +20% on the fare. Checking in I weighed my luggage, it was 1.2kg above. I was forced to give it to the hold and not allowed to remove a jumper from my luggage to my backpack. A checked in luggage would have been cheaper than the upgrade I paid for.  This is my worst travel experience in 2022.",,Solo Leisure,Premium Economy,London to Athens,Jul-22,1,1,,1,,,1,no
Aegean Airlines,1,"""I was allowed 8kg""",3rd July 2022,TRUE,"  For two extra kilos you made me pay 40e. ?I was flying Aegean Air from Thessaloniki to Athens today (flight A3 111) with economy/light ticket, which includes only one cabin bag of 8kilos. I did forget about this, and came to the airport with my cabin bag and a laptop backpack. After weighting my cabin bag, Aegean stuff said it was 10 kilos, I was allowed 8kg and only one luggage. I said I can put the backpack in the cabin bag, but they refused as this would make it heavier. They clearly didn't want to help me and actually told to to hurry up and pay the fine or I would miss the flight, as people were boarding. I later thought that I could have easily taken out my heavy jacket and trainers - I was wearing flip flops, and make my cabin bag much lighter, so with my laptop it would be a bit over 8 kilos. Very, very disappointing Aegean Air.",A320neo,Solo Leisure,Economy Class,Thessaloniki to Athens,Jul-22,2,2,,1,,,1,no
Aegean Airlines,9,"""Politely greeted at door""",26th June 2022,FALSE,"  Aegean check-in at Istanbul Airport are the only desks with approachable staff who serve you with a smile. This airport is too big and very impersonal. Expensive Duty Free Shops and eateries Boarded on time, nice, clean aircraft. Politely greeted at door. Slightly delayed departure, short flight, only 50 minutes, drinks and snack served by professional crew. Landed on time. No issues. ",A320,Solo Leisure,Economy Class,Istanbul to Athens,Jun-22,5,5,5,5,4,5,5,yes
Aegean Airlines,1,"""Aegean lost my bag 7 days ago""",25th June 2022,FALSE,  Aegean lost my bag 7 days ago and it is impossible to contact them. The world tracer is not updated and while they are supposed to contact me after 5 days there is no contact. The bag is an expensive piece of sports equipment and I have no idea if I will see it again. I waited over 50 minutes on their central baggage phone number without answer. I emailed them numerous times and no reply.,,Business,Economy Class,Dublin to Paros via Athens,Jun-22,3,3,3,1,,,1,no
Aegean Airlines,7,"""Service was good and attentive as always with this airline""",20th June 2022,TRUE,"  Early morning flight due to flight schedule changes (three months in advance notice). Flight JMK-ATH left early and arrived nearly 20 minutes ahead of schedule in Athens. Despite a nearly 2 hour connection, one of our priority tagged bags did not make it (together with 30 other bags) on the flight from ATH to CPH. It is quite impressive that Gold Air handling missed a whole trolley of bags. Flight to CPH was fine. Good service and quite nice new seats in Business Class (empty middle seat). Breakfast OK, not fantastic. Service was good and attentive as always with this airline. Bag trouble took 1 hour to register in CPH. Friendly service but took a while. One of our bags arrived on the wrong bag belt after us asking where it was. The other bag was left in Athens. Bag arrived following day late at night on a strange bag delivery service as I had to come down to the delivery truck and visually point at my bag. Strange and not very professional. Bottom line, poor to lose a priority bag in a two hour connection. And, by the way, I do not like the way this airline randomly pick on economy people to weigh their bags. In my opinion is either all or none. Not some poor people who has to face a huge cost because of one kg overweight hand luggage. What is really the point of upsetting people. The airline should know that if they write max 5kg hand luggage people will bring 10, if they write 8, they will bring 12. Build this in to the business model!",A320Neo,Couple Leisure,Business Class,Mykonos to Copenhagen via Athens,Jun-22,4,5,3,1,2,1,1,yes
Aegean Airlines,1,"""checked-in luggage has been lost""",20th June 2022,FALSE,"  Horrible. Flight delayed more than 1 hour. After luckily making my connection right on time, upon arriving I find that my checked-in luggage has been lost. I filed a complaint, they said my luggage would be delivered to me in 1 or 2 days. Two days have passed and I have not received any feedback. My address for delivery in their website is incorrect (I chose to send to my temporary address, but they are showing that they are sending to my permanent address, which is in another country). Their websites are broken so you cannot update any information successfully. I called multiple times, one call took more than 35 minutes and nothing was resolved. Other calls I have waited for 20 minutes and then the call was dropped without having the chance to talk to anyone. ",,Solo Leisure,Economy Class,Athens to Paris,Jun-22,2,3,1,1,1,1,1,no
Aegean Airlines,1,"""exemplary customer service""",18th June 2022,FALSE,"  My employer was stuck for 2 1/2 hours in the Toronto Pearson Airport because of a delayed Air Canada flight headed to Athens, Greece last evening (June 16th, 2022) due to understaffing of airport personnel and consequently would miss his Athens (Aegean Airlines) connection to Mykonos on the other end. I call Aegean's customer service in Athens and spoke with a lovely gentleman, Avgoustis. Avgoustis was calm, reassuring, patient and found me the best possible solution to get my employer on a connecting flight to his final destination (Mykonos) in the shortest time possible. He kept me calm! I really hope that someone will recognize this gentlemen's exemplary customer service.",,Solo Leisure,Economy Class,Athens to Mykonos,Jun-22,,,,,,,5,yes
Aegean Airlines,4,"""very rude, no negotiating and very aggressive""",5th May 2022,TRUE," Flight from Athens to Mykonos was great, every part. Our flight from Santorini to Athens - not so good. The agent working at check-in at the Santorini airport was rude, angry and classless. We had only a carry on that we checked once at Athens. We didn't buy anything and actually left our beach towels at the hotel. Upon checking in we were told that one of our carry on luggage was 2 kilos overweight and the other carry on was a half kilo over weight. We tried to explain those original luggage did not incur any problems before. We were charged an extra 50 euros. The way she said it was very rude, no negotiating and very aggressive. I guess this is how they treat you when you are trapped on an island. Definitely recommend the ferry or another airline.",,Couple Leisure,Premium Economy,Santorini to Athens,May-22,4,1,,4,,,3,no
Aegean Airlines,1,"""Due personal reasons, we can't fly to Greece""",4th May 2022,TRUE," We booked our flights for December 2021. As covid hit harder, we decided to plan for another month, so we changed our flights for May 2022. Due personal reasons, we can't fly to Greece. I contacted the customer service several times, waiting in the line over 15 minutes, 15 minutes which I need to pay, the second call they told me they cannot help as I booked the flight somewhere else. So I contacted the initial website and got the information, they do not have the booking, as I changed the date on the airline website. Long story short, we lost 400€. I would really recommend to book at bigger airlines, at least you will get help if needed. So disappointing!",,Couple Leisure,Economy Class,Hamburg to Athens,May-22,,,,,,,1,no
Aegean Airlines,1,"""Excellent service by the cabin crew"" ",24th April 2022,TRUE,  Excellent service by the cabin crew and the ground crew. They went1 beyond their responsibilities and helped me do the check in for another flight to EU country and communicate with another airport. They are kind and truly helpful! I have been using their service for several years now and I never had a negative experience with them.,A319,Solo Leisure,Economy Class,Heraklion to Athens,Apr-22,5,5,5,5,,,5,yes
Aegean Airlines,9,"""my first choice to and from Greece""",20th April 2022,FALSE,"  Had to reschedule my flight to Athens from London. Called the Aegean Customer Service line to do this. Lines were busy but didn't wait long. Call answered by very polite agent. I explained my situation about requiring my flight to be rescheduled and my onward connection within Greece. Agent did this and explained the process in excellent English. I paid the extra and booking was complete, no fuss, no bother. Flight was outstanding from start to finish, as usual. These are difficult times for everyone and we need a degree of flexibility. I am still shocked to see how rude and aggressive some passengers are to airline staff when travelling . Aegean is still my first choice to and from Greece, no airline is perfect but they are better than most.",A321 Neo,Solo Leisure,Economy Class,London to Athens,Apr-22,4,5,5,5,5,4,5,yes
Aegean Airlines,1,"""They have lost 2 very good clients""",19th April 2022,TRUE," I just wanted to share my terrible experience (and it is the same for a lot of people!) with Aegean Airlines! In my case, after booking a flight to Athens, they first cancelled my flight and, instead of reimbursing the ticket, they offered me a voucher. I've reluctantly accepted, considering that my girlfriend and I go very often to Greece because we love it and we have dear friends there. The voucher, due to the Covid emergency still not allowing us to use it, expired. When I asked a reimbursement, as per point 9 of their Terms & Conditions policy, they have deliberately ignored all the emails I have sent. They have lost 2 very good clients, considering that we had always flown with Aegean and that we keep going to Greece as often as we can. Now I will rather swim to Greece, than using Aegean again! Worst airline ever!",,Family Leisure,Economy Class,Brussels to Athens,May-21,1,1,1,1,1,1,1,no
Aegean Airlines,1,"""flexibility is not part of business""",19th April 2022,TRUE,"  Couple hours after purchase through Expedia I realized I had the date one day earlier than what I planned. Called to find a solution. Originally I did not want to cancel the flight, only needed to change it. Aegean policies have no flexibility for the regular changes which would happen. It does not seem Aegean shows any interest in offering a useful service to customers but only have the customer stuck with a charge which they receive no services for because flexibility is not part of business. Aegean's website claims to have 24/7 customer service - I have been on the phone waiting for a rep for about 30 minutes and no answer to the extended that phone was automatically disconnected.",,Couple Leisure,Economy Class,London to Istanbul via Athens,Apr-22,,,,,,,1,no
Aegean Airlines,3,"""space cannot be considered acceptable for business class""",8th April 2022,TRUE,"  The space for legs cannot be considered acceptable for business class, with my height 1.90 cm I cannot fit my knees straight. It is beyond my understanding why Aegean presenting it as business class.",A319-100,Business,Business Class,Athens to Istanbul,Apr-22,1,5,3,5,,,1,no
Aegean Airlines,1,"""The complaints process was long and difficult to use""",7th April 2022,FALSE,"  I bought tickets for flights and hotel however, when I needed to cancel in good time the airline refused to refund me. The level of English was broken at best and there was no attempt on the part of the airline to understand and rectify the issue. The complaints process was long and difficult to use. I tried to use the discount voucher codes for Covid-19 tests that the Aegean website was offering however, there were issues with using the codes so there was no way of using discount. In an attempt to escalate the issue I used the service Resolver, which is normally used as a last resort but this wasn't helpful as the airline simply did not engage in any way. ",,Couple Leisure,Economy Class,London to Athens,Sep-21,1,1,1,1,,,1,no
Aegean Airlines,1,"""only middle seats were available for free""",4th April 2022,TRUE,"  I booked a ComfortFlex ticket for a midday flight from Athens to Thessaloniki on April 3rd. We had a change in our plans and I had to change my ticket to an evening flight. This particular fare allows changes for the same day with no fee and seats were available on the new flight so I logged into my reservation and changed the flight successfully.  I then tried to reserve a window seat on the new flight but noticed that only middle seats were available for free. This seemed strange since the flight was not sold out and ComfortFlex tickets allow free seating in the entire aircraft except for the exit row seats, where a charge applies. I then noticed that the only window or aisle seats available on my new flight were those at the exit row and those would involve an extra 9 Euro charge. As I'm about to proceed with the payment of this 9 Euro charge, my boyfriend informs me he will be joining me on the same flight. We book a new ticket for him and when we reach the seat map on his reservation, we can see plenty window and aisle seats available for free. We decide to call the Aegean call center to inquire why our reservations show different seats maps even though we've both purchased ComfortFlex tickets and we're traveling on the same flight. Their response was that it must be a systemic error and if we wanted, we could wait until going to the airport and request a window or an aisle seat there. If anyone of you has ever called Aegean for similar matters, you'll know that 9 out of 10 times, it's always the ""system"". It's evident that they're manipulating the availability of their seat maps to force you to pay extra fees even when you've purchased their highest economy class fare.  We paid the 9 Euro fee this time but from our main choice, they will become our last choice until they get their act together. And of course it came as no surprise to read so many other reviews here from other passengers complaining about similar situations. I'm attaching a picture of the two seat maps and I leave you to draw your own conclusions. The bookable seats are those in blue and in my seatmap, window and aisle seats are not available.",A320,Couple Leisure,Economy Class,Athens to Thessaloniki,Apr-22,1,3,2,3,,2,1,no
Aegean Airlines,1,"""Excellent service from start to finish""",3rd April 2022,FALSE,"  Check-in procedure carried out professionally by extremely polite and communicative staff. Hand luggage was checked to ensure compliance with Aegean 's terms and conditions which it did. Breezed through Passport control despite the terminal being quite busy. Ample and polite staff kept queues short. Aegean Airlines terminal was spotlessly clean with ample duty free shopping available. Amazing authentic Greek food products like Greek baklava, feta and extra virgin olive oils were on promotion. Had to buy some. Boarding was orderly and we were greeted at aircraft door by immaculately dressed cabin crew. I am always impressed by how professional Aegean Airlines cabin crew are. They put Turkish Airlines crews to shame. On time departure with on board service of drinks and meal again served in a very professional and polite manner with a smile. Duty free trolley appeared after the meal service. Smooth flight, landed 20 minutes early. Excellent service from start to finish. Thoroughly recommended.",A320 NEO,Solo Leisure,Economy Class,Athens to London,Mar-22,4,5,5,5,4,5,5,yes
Aegean Airlines,1,"""it is clear that they are in a steep decline""",1st April 2022,TRUE," Both me and my wife are frequent business travelers and Gold Miles & Bonus members. Aegean Airlines started off as a promising, refreshing presence in the Greek market but it is clear that they are in a steep decline. We've experienced such poor customer service in the last several years on a number of occasions. Refunds that took 18 months and countless calls and e-mails to process (for flights that Aegean Airlines canceled). Missed connections due to flight delays where they failed to assist us to reach our destination or arrange overnight accommodation for us. We were asked to cover the expenses on our own and then submit the receipts to receive compensation. We've taken trips where we were asked to pay service fees to change Comfort Flex and Business Class tickets. These two categories are their most unrestrictive fares and allow same day changes without a penalty, yet on a number of occasions, when their website failed to successfully change our tickets, we were asked to pay a service fee to proceed with the change. I could go on and on with a number of other disappointing practices but all in all, it seems that they've adopted policies and restrictions that we only find present with the so called low-cost carriers. All while charging full service carrier regular fares. Until they re-adjust their policies to a more customer service oriented level, we will certainly avoid flying with them in the future. Enough is enough.",A320,Business,Economy Class,Athens to Santorini,Apr-22,1,1,1,1,1,1,1,no
Aegean Airlines,1,"""friendly and professional staff""",6th March 2022,TRUE,"  I was traveling to Stockholm, always with Aegean which for me is the top airline in Europe. It is not only service, the friendly and professional staff but also, one of the few airlines that offer meals included in the ticket price. And the meals are really great. In this flight a big surprise was the desert offered on the menu of the flight, Greeks call it ""pasteli"" which is a traditional sweet with honey and sesame seeds. The one of the flight, Navarino Icons Pasteli, was exceptional!!! It was so tasty, fresh and I was surprised that looking for the brand I discovered that it is a product of Costa Navarino which is a luxury sustainable destination and resorts and the opposite of an industrial product. ",,Business,Economy Class,Athens to Stockholm,Feb-22,5,5,5,5,,,5,yes
Aegean Airlines,9,"""Good trip, recommended""",21st February 2022,FALSE,"  LHR - ATH. Check-in was polite, professional and quick. Great selection of Duty-free shops and eateries in T2. Boarding was orderly and greeted at aircraft door by polite and immaculately dressed cabin crew. On time departure, clean aircraft inside and outside. Seats are comfortable with adequate legroom. Drinks service and snack served. Attentive crew. Toilets at rear of plane in Economy were clean. Smooth flight, landed early. Good trip, recommended.",A320 NEO,Solo Leisure,Economy Class,London to Athens,Feb-22,4,5,4,5,4,4,5,yes
Aegean Airlines,6,"""overall experience is very pleasant""",20th February 2022,FALSE,"  Staff are friendly and the overall experience from ground and cabin crew is very pleasant. Families were given priority when flying from Athens and luggage is usually checked in at no cost (if within size/weight limit). Seats are fairly tight, as expected, but overall pretty comfortable. Planes are new with USB charging on board and if you are lucky, a basic on-board wi-fi streaming service. Food quality is really bad, a tiny cold sandwich, served in a very environmentally-unfriendly card box. Drinks choice is OK. The part that lets this airline down is cleanliness. I expect a spotless cabin, only to find carpets are dirty, which is surprising for a brand new plane, seats have no headrest cover and toilets the worst I have ever seen on a plane.",A320 neo,Family Leisure,Economy Class,Athens to London,Feb-22,2,4,2,5,1,1,2,yes
Aegean Airlines,4,"""No warm food was offered""",5th January 2022,TRUE,"  Boarding was done with bus to remote location. Cabin staff were just professional but not friendly. In flight service (breakfast) was in a cardboard box consisting of a cream and a sweet in plastic. There was a option of sandwiches, but they ran out. With the high priced ticket a shame to provide such inflight service. No warm food was offered. The flight was on time. IFE was done through your mobile telephone and there was very limited viewing options.",A321,Family Leisure,Economy Class,Athens to Helsinki,Dec-21,4,2,1,3,1,,1,yes
Aegean Airlines,1,"""bags would be above the 8 kilos allowed""",31st December 2021,TRUE,  My wife and I booked a trip on Expedia. The rate for economy class seemed acceptable although it restricted us to a single carry-on of no more than 8 kilos. At the airport duty free we bought some items and when tried to board we were told that we had to pay 60 extra euros for the duty free bag. When we tried to put the contents into our carry-on they told us that we would still have to pay the 60 euros since our bags would be above the 8 kilos allowed. In the end we had to pay or lose our flight. ,,Family Leisure,Economy Class,Athens to Paris,Dec-21,2,4,2,1,,,1,no
Aegean Airlines,1,"""Best value for money""",25th December 2021,TRUE,"  Aegean Airlines are the best airline in Europe. They keep on doing an amazing job. Website and application are very easy to access, cabin crew are professional. New aircrafts and clean cabin. Best value for money.",A321 Neo,Solo Leisure,Economy Class,Prague to Cairo via Athens,Nov-21,5,5,5,5,,,5,yes
Aegean Airlines,4,"""It was very stressful and inconvenient""",7th December 2021,TRUE,"  
I had to change flights in Athens. We were landing at 15.30 and my boarding time to the other flight was at 15.30! I asked if someone would take us to the other gate and they told me there would be a ""transit ambassador"". I started looking but no ambassador. They were sending me for PLF control which I already had in Prague and no one knew where was this ambassador. I had to pass again from security control. It was very stressful and inconvenient.",,Business,Economy Class,Prague to Athens via Heraklion,Dec-21,4,4,3,1,3,,1,no
Aegean Airlines,5,"""some things are really frustrating""",15th November 2021,TRUE,"  I dislike the fact that on too many arrivals this airline has not approached passenger walkways, and is choosing the bus as if we are still in the 50s. This was the case on our flight from Larnaca to Athens on 10/11 arriving with more than an hour delay, which was not announced until we were on board, and in Athens the bus like sardines despite the pandemic. The very expensive fare is not justified by a tiny sandwich they give you in flight, and you are given a choice of a fee seat only at the two last rows right next to the toilet, that is is such a place they give you 6 only free seats. You pay very dearly for the ticket, pay extra for luggage or anything over 8 kg, pay extra for a seat or take the seat next to the toilet. The plane is perfect, inflight service excellent, pilots top class, yet some things are really frustrating.",A320NEO,Business,Economy Class,Larnaca to Athens,Nov-21,4,5,2,4,,,2,no
Aegean Airlines,2,"""faced to pay my seat change""",4th November 2021,TRUE,"  I was unable to check in for some reason and I was given a seat in the middle. I tried to change it but after check-in at Oslo for the SAS flight, check-in kiosk couldn¡¯t change it so I called Aegean. After 3 calls to the customer service line I was instructed it is fixed and I should check-in on the app paying for my seat change. At boarding in Stockholm I was faced to pay my seat change.",,Business,Economy Class,Stockholm to Athens,Nov-21,,,,1,,,1,no
